Accessory,Background,Clothes,Eyes,Fur,Headwear,Mouth,_id,description,edition,image,name
None,Space,Ryoshi,Laser Visor,Brown,Blue Hair,Tongue Out,61aa7e125f3a3742af4c4938,SHIBOSHIS - Official Collection,102,https://shiboshis.mypinata.cloud/ipfs/QmUMXAVyUMmXDA9d3K7JQ5RNAZv3EkEK3QYqN1tDvr1ibg,#101
None,Blue,Wizard Robe,VR,Orange,Clown,Tongue Out,61aa7e125f3a3742af4c4939,SHIBOSHIS - Official Collection,103,https://shiboshis.mypinata.cloud/ipfs/QmcNnpZbDjCKsjgSq3qdk51ULhEJW6fAxKGprktr7tTkEW,#102
None,Beach,Doctor,Laser Visor,Orange,Cowboy Hat,Normal,61aa7e125f3a3742af4c493a,SHIBOSHIS - Official Collection,104,https://shiboshis.mypinata.cloud/ipfs/QmQUmo8UiMghG4uNkPt3k8im2Agq9hKCPcheqEZ6mpUQnr,#103
None,Pyramids,Army,Laser Visor,Brown,None,Cigarette,61aa7e125f3a3742af4c493b,SHIBOSHIS - Official Collection,105,https://shiboshis.mypinata.cloud/ipfs/QmUD9knL2M7FQoKHjSucxDeBQfDsK82o4DrWGX32BXmeju,#104
None,Green,Steel,VR,Brown,Party Hat,Pipe,61aa7e125f3a3742af4c493c,SHIBOSHIS - Official Collection,106,https://shiboshis.mypinata.cloud/ipfs/QmWScMXg2R73PzNyNExpUbj9adhjMcch4U8YpadJBfpMre,#105
None,Blue,Business Suit,VR,Brown,Blonde Hair,Party Popper,61aa7e125f3a3742af4c493d,SHIBOSHIS - Official Collection,107,https://shiboshis.mypinata.cloud/ipfs/QmcrTDV3q9dWBN9ALy18QHKP8r6MvUVmTTqrEH8Jatmje1,#106
None,Yellow,Army,Laser Visor,Orange,Clown,Smirk,61aa7e125f3a3742af4c493e,SHIBOSHIS - Official Collection,108,https://shiboshis.mypinata.cloud/ipfs/QmSCe8UCXzCupqY2UB9bQ4inzX6KSAy3Wwoaq3aQzYR47V,#107
None,Pyramids,Jersey,Laser Visor,Black,Mohawk,Normal,61aa7e125f3a3742af4c493f,SHIBOSHIS - Official Collection,109,https://shiboshis.mypinata.cloud/ipfs/QmWGB5vWuEViEnNcY9k9r5ELpXqyp7syzwkE5B2uX7MB1c,#108
None,Rainbow,DEV,Laser Visor,Orange,Blonde Hair,Normal,61aa7e125f3a3742af4c4940,SHIBOSHIS - Official Collection,110,https://shiboshis.mypinata.cloud/ipfs/QmZi1atW6VuvR8s9gMnd6bsbSnSeFXS7WFeCT722m2zGMg,NAKAMOTO SATOSHI
None,Blue,Bat,Laser Visor,Orange,Blonde Hair,Herb,61aa7e125f3a3742af4c4941,SHIBOSHIS - Official Collection,111,https://shiboshis.mypinata.cloud/ipfs/QmSqXTu7BV35Aznt1T2snp3oUk7gLhvsM9ZxxtDXAZrApC,#110
None,Orange Fade,Astro,Laser Visor,Orange,Blonde Hair,Party Popper,61aa7e125f3a3742af4c4942,SHIBOSHIS - Official Collection,112,https://shiboshis.mypinata.cloud/ipfs/QmWi6YAutWCXd9w8Qftb2B5pgZuWFRNDLFe3jYcpwdWuwK,NOFOMO
None,Beach,Clown,Laser Visor,Orange,Blue Hair,Bone,61aa7e125f3a3742af4c4943,SHIBOSHIS - Official Collection,113,https://shiboshis.mypinata.cloud/ipfs/QmZe6rTEmDmjq7zeX6M1bJdYxgPkQy3AwVAARw58a6VLX7,SHIBA PUNK
None,Lightning,None,VR,Brown,Blonde Hair,Whistle,61aa7e125f3a3742af4c4944,SHIBOSHIS - Official Collection,114,https://shiboshis.mypinata.cloud/ipfs/QmUiNrHTdkRGeUZfdvC13nV2mPunupD82HrtstF7sY5wvP,#113
None,Green,Poncho,Laser Visor,Brown,None,Normal,61aa7e125f3a3742af4c4945,SHIBOSHIS - Official Collection,115,https://shiboshis.mypinata.cloud/ipfs/QmamVgLBP9EqG4SSxVDbqd4k3Hf4ANyn7koLwnW3Zobjcx,#114
None,Space,Astro,Laser Visor,Orange,Clown,Flames,61aa7e125f3a3742af4c4946,SHIBOSHIS - Official Collection,116,https://shiboshis.mypinata.cloud/ipfs/QmRjuyHReYRNpGAJXcAt8Djbi89bHWpH5SY1XZTF8JHC7Z,#115
None,Snowy Mountains,Cowboy,Laser Visor,Orange,Mohawk,Smirk,61aa7e125f3a3742af4c4947,SHIBOSHIS - Official Collection,117,https://shiboshis.mypinata.cloud/ipfs/Qmcaowoh7K1vpVkf9XTLM6mn63ytWWRWeZce696A1fzLC5,#116
None,Green,Ryoshi,Laser Visor,Black,Halo,Smirk,61aa7e125f3a3742af4c4948,SHIBOSHIS - Official Collection,118,https://shiboshis.mypinata.cloud/ipfs/QmeUypAo1HZXXHNnhAmar8Dtw1f41TbJxbwwCurD8bBTem,#117
None,Purple,Bat,Laser Visor,Orange,Mohawk,Cigarette,61aa7e125f3a3742af4c4949,SHIBOSHIS - Official Collection,119,https://shiboshis.mypinata.cloud/ipfs/QmaJAZUr6wPQb6LaCww6ruUaHSLz1ifsDLsEXFahVTKZfp,#118
None,Orange,Business Suit,VR,Brown,Party Hat,Pipe,61aa7e125f3a3742af4c494a,SHIBOSHIS - Official Collection,120,https://shiboshis.mypinata.cloud/ipfs/QmdFFRj9LtYddQ2DxB6fcMybwqCPHduV2brZPxaabq868m,#119
None,Blue,Ryoshi,VR,Orange,Halo,Bubblegum,61aa7e125f3a3742af4c494b,SHIBOSHIS - Official Collection,121,https://shiboshis.mypinata.cloud/ipfs/QmUGNj8yQYjARCspark5rJrih3SMowGh6suX3JPtd1DWXH,#120
None,Space,Business Suit,VR,Orange,Party Hat,Tongue Out,61aa7e125f3a3742af4c494c,SHIBOSHIS - Official Collection,122,https://shiboshis.mypinata.cloud/ipfs/QmbNDfGpHvnFstTiTRZNwXoaoCaEZE3d9UZ5E7tjjAbEjB,#121
None,Purple,None,Laser Visor,Black,Cyborg,Whistle,61aa7e125f3a3742af4c494d,SHIBOSHIS - Official Collection,123,https://shiboshis.mypinata.cloud/ipfs/QmX3wCX7M5YCt39vxhc2YzRbNVrJsZbLySv8FJw7r6VTBn,#122
None,Space,Army,VR,Orange,Cowboy Hat,Growl,61aa7e125f3a3742af4c494e,SHIBOSHIS - Official Collection,124,https://shiboshis.mypinata.cloud/ipfs/QmetLVKehHkWetpJBfUCnyoQNv2LxbubugoKyLNYjTX5A1,#123
None,Orange Fade,Business Suit,VR,Orange,Blonde Hair,Pipe,61aa7e125f3a3742af4c494f,SHIBOSHIS - Official Collection,125,https://shiboshis.mypinata.cloud/ipfs/QmeL62qy3uDXBLA8zrdUp9feQsMbxgYZDVS5wCBJ5TorXb,#124
None,Green,Peace Tank,VR,Brown,Clown,Pizza,61aa7e125f3a3742af4c4950,SHIBOSHIS - Official Collection,126,https://shiboshis.mypinata.cloud/ipfs/Qmc3SJ6vd7bqhEwAXe7v3WYXMb82WzXQp3Usg7J1uPhTgs,#125
None,Orange,Scarf,Laser Visor,Brown,Cyborg,Whistle,61aa7e125f3a3742af4c4951,SHIBOSHIS - Official Collection,127,https://shiboshis.mypinata.cloud/ipfs/QmTDstSQq6pAzWagYeXyJET6BmL7XwQLF1rwipXzYLwTTk,#126
None,Orange Fade,Steel,Laser Visor,Brown,Cyborg,Normal,61aa7e125f3a3742af4c4952,SHIBOSHIS - Official Collection,128,https://shiboshis.mypinata.cloud/ipfs/QmSvXbdjEEYdUB9dyTZND53gwqHUfvvyhEgP6umjHAJYYL,#127
None,Purple,Rocker Vest,Laser Visor,Orange,Blonde Hair,Pizza,61aa7e125f3a3742af4c4953,SHIBOSHIS - Official Collection,129,https://shiboshis.mypinata.cloud/ipfs/QmVJzLnFXKA39KyaZNaVcXtwq4W8qHkWMKrfHSiCddt3NX,Jake Paul
None,Orange,Ryoshi,VR,Orange,Clown,Smirk,61aa7e125f3a3742af4c4954,SHIBOSHIS - Official Collection,130,https://shiboshis.mypinata.cloud/ipfs/Qmdou47peXaGX2Sh4MrXU19KnVhtVbf7XbLRyeZbgXA13F,#129
None,Pyramids,Bat,VR,Orange,None,Tongue Out,61aa7e125f3a3742af4c4955,SHIBOSHIS - Official Collection,131,https://shiboshis.mypinata.cloud/ipfs/Qmdy81uy5LuHN95SQjPmCc7VzFoazAdmrLUNZjtn7X1H3J,John
None,Red,Tux Shirt,Laser Visor,Orange,Party Hat,Herb,61aa7e125f3a3742af4c4956,SHIBOSHIS - Official Collection,132,https://shiboshis.mypinata.cloud/ipfs/QmZFmpaEcgjTVWcHf7YRPoscrvjG7BXrda36KR7NkiYFB3,#131
None,Red,Wizard Robe,Laser Visor,Orange,Halo,Growl,61aa7e125f3a3742af4c4957,SHIBOSHIS - Official Collection,133,https://shiboshis.mypinata.cloud/ipfs/Qmetcoo8rgp93BzzDQUZAySaCPnbEKnfvmd68CucrDUZr9,#132
None,Red,Orange Gi,VR,Brown,Blonde Hair,Smirk,61aa7e125f3a3742af4c4958,SHIBOSHIS - Official Collection,134,https://shiboshis.mypinata.cloud/ipfs/QmcUyzcur5xLq4QYWUk25u93fvroPXwCuFPvZS6d5uNH8p,#133
None,Beach,Ryoshi,Laser Visor,Black,Cyborg,Cigarette,61aa7e125f3a3742af4c4959,SHIBOSHIS - Official Collection,135,https://shiboshis.mypinata.cloud/ipfs/QmSkpfxfr44pVaWNikexkfJ2pb26pZzueeyYzePjAa7vww,#134
None,Green,Army,Laser Visor,Orange,Clown,Bone,61aa7e125f3a3742af4c495a,SHIBOSHIS - Official Collection,136,https://shiboshis.mypinata.cloud/ipfs/QmeqE8ZVFeRhUvSiRasAMwWu3PteKerAJBvUTyAgw4JF8H,#135
None,Purple,Cowboy,Laser Visor,Black,None,Tongue Out,61aa7e125f3a3742af4c495b,SHIBOSHIS - Official Collection,137,https://shiboshis.mypinata.cloud/ipfs/QmVYsd5QX5LMd74YVyiCsTgG9ZaYUry7LHBNAKh9rC1ogK,#136
None,Yellow,None,VR,Orange,Mohawk,Herb,61aa7e125f3a3742af4c495c,SHIBOSHIS - Official Collection,138,https://shiboshis.mypinata.cloud/ipfs/QmYS8tGMwTyJa54dmw5aTndfaCRx4ZEGgSiBVhYgVgWfzt,#137
None,Purple,Tux Shirt,VR,Orange,Party Hat,Cigarette,61aa7e125f3a3742af4c495d,SHIBOSHIS - Official Collection,139,https://shiboshis.mypinata.cloud/ipfs/QmTAimVxVmRZH182qUXAGAPjkvWquuoDCq1HGYWeoFhUpm,#138
None,Green,Jersey,Laser Visor,Black,Blue Hair,Bone,61aa7e125f3a3742af4c495e,SHIBOSHIS - Official Collection,140,https://shiboshis.mypinata.cloud/ipfs/QmVDpPnxJRwzoZuuejMNaTAzzM2BsQau8u2YeKwzycPkdp,#139
None,Rainbow,None,Laser Visor,Brown,Clown,Flames,61aa7e125f3a3742af4c495f,SHIBOSHIS - Official Collection,141,https://shiboshis.mypinata.cloud/ipfs/QmbwoDTW8QRVupWJ9NivvsrJxGfy6sC9U1Y6DN9S2U3pN5,#140
None,Purple,Doctor,Laser Visor,Brown,Cowboy Hat,Herb,61aa7e125f3a3742af4c4960,SHIBOSHIS - Official Collection,142,https://shiboshis.mypinata.cloud/ipfs/QmTs9QvvSz1faaX6UcNkwdomTpXbum5fdj3rUbH1ApEMbg,#141
None,Blue,Business Suit,Laser Visor,Black,Halo,Tongue Out,61aa7e125f3a3742af4c4961,SHIBOSHIS - Official Collection,143,https://shiboshis.mypinata.cloud/ipfs/QmZrrzoxFiuYnCwFm1dunWaHfQrPMHLuMNpn1u5sETDaFs,#142
None,Orange,DEV,Laser Visor,Brown,Cowboy Hat,Normal,61aa7e125f3a3742af4c4962,SHIBOSHIS - Official Collection,144,https://shiboshis.mypinata.cloud/ipfs/QmeTGpwKW6eV6PrTjmTD2dPoH7yCwADoQx29Na5ZZ1gZnM,#143
None,Rainbow,Army,VR,Orange,Cyborg,Pizza,61aa7e125f3a3742af4c4963,SHIBOSHIS - Official Collection,145,https://shiboshis.mypinata.cloud/ipfs/QmZ779DmE1S7zScT8edXeWEVq4jVywuNTFpDPdQSTHfVxe,#144
None,Pyramids,Blue Armor,Laser Visor,Orange,Party Hat,Whistle,61aa7e125f3a3742af4c4964,SHIBOSHIS - Official Collection,146,https://shiboshis.mypinata.cloud/ipfs/QmZyn9K9fwwhRxzbDSF1MAk3MeU5jjJwRgSsi3J7PiDYnS,#145
None,Snowy Mountains,None,Laser Visor,Brown,Blue Hair,Flames,61aa7e125f3a3742af4c4965,SHIBOSHIS - Official Collection,147,https://shiboshis.mypinata.cloud/ipfs/QmY8dEvEsap2yRLkTGZ7jTaMgcPBEa3Mo59LwLAgm2pZuM,#146
None,Blue,DEV,Laser Visor,Black,Blonde Hair,Normal,61aa7e125f3a3742af4c4966,SHIBOSHIS - Official Collection,148,https://shiboshis.mypinata.cloud/ipfs/QmetmVrBQxec3cTDC4APbeWzhkQ52r7oYvRTrtfuUp93Zu,vitalikbuterin
None,Red,Peace Tank,Laser Visor,Orange,Blonde Hair,Pizza,61aa7e125f3a3742af4c4967,SHIBOSHIS - Official Collection,149,https://shiboshis.mypinata.cloud/ipfs/QmTvjPZ6rGof4LiaGYwFhczNroLy7HwmbJLWechRn7qWtw,#148
None,Orange,None,VR,Black,Party Hat,Flames,61aa7e125f3a3742af4c4968,SHIBOSHIS - Official Collection,150,https://shiboshis.mypinata.cloud/ipfs/QmeyhkbPw3SDVRsdpGYnujXVoEjqVofWQQYZ6jsLBPTRLc,SHIBZILLA
None,Green,Doctor,Laser Visor,Black,None,Smirk,61aa7e125f3a3742af4c4969,SHIBOSHIS - Official Collection,151,https://shiboshis.mypinata.cloud/ipfs/QmRwZ5D6D6ZaqVuU1guTa92cC3d3vAy4GYDLfWTJ5tzetu,#150
None,Orange,Orange Gi,Laser Visor,Brown,Cyborg,Normal,61aa7e125f3a3742af4c496a,SHIBOSHIS - Official Collection,152,https://shiboshis.mypinata.cloud/ipfs/Qmf6AJGhZjWvu6dv462LAMLUw1fZR6YSG5QwtJc5zB5BW6,#151
None,Red,Army,Laser Visor,Brown,Blonde Hair,Smirk,61aa7e125f3a3742af4c496b,SHIBOSHIS - Official Collection,153,https://shiboshis.mypinata.cloud/ipfs/QmR2E6hRqPhs17NRMgA1MTBeRh8fAWMSLzpyP56Hgehezo,Guile
None,Pyramids,Tux Shirt,Laser Visor,Orange,Blue Hair,Bone,61aa7e125f3a3742af4c496c,SHIBOSHIS - Official Collection,154,https://shiboshis.mypinata.cloud/ipfs/QmZYhWKiWjPkJc1ARY9xq6zMbN9wd5sgPsgrrdWocPf567,APPLE
None,Snowy Mountains,Poncho,VR,Brown,Blonde Hair,Tongue Out,61aa7e125f3a3742af4c496d,SHIBOSHIS - Official Collection,155,https://shiboshis.mypinata.cloud/ipfs/Qmb18kDPAGb12LNegrW4kE4wsjuS6rxKjNdEH1To1WRTxw,#154
None,Beach,Scarf,VR,Orange,Halo,Flames,61aa7e125f3a3742af4c496e,SHIBOSHIS - Official Collection,156,https://shiboshis.mypinata.cloud/ipfs/QmdnBhfdk9Wf7fiimnLRzGN4H925HWdrSmPsEusPRWNhHm,#155
None,Lightning,DEV,VR,Black,Cyborg,Cigarette,61aa7e125f3a3742af4c496f,SHIBOSHIS - Official Collection,157,https://shiboshis.mypinata.cloud/ipfs/QmRhQhcN1xqeWD7kQHVFP3C6UBUNxq9Y5rctCNxqARroP9,#156
None,Red,Rocker Vest,Laser Visor,Black,Party Hat,Bubblegum,61aa7e125f3a3742af4c4970,SHIBOSHIS - Official Collection,158,https://shiboshis.mypinata.cloud/ipfs/QmVYDiCpBVhfYwnK13rq763HFNA9J1N4qNtsfNPEUBhLov,#157
None,Blue,Doctor,VR,Orange,Cowboy Hat,Pizza,61aa7e125f3a3742af4c4971,SHIBOSHIS - Official Collection,159,https://shiboshis.mypinata.cloud/ipfs/QmSMPhyPnkSjgbJAyNZEhTEqeAHHU5EFF1d6sEhPWxzkKZ,#158
None,Purple,Poncho,Laser Visor,Brown,Blonde Hair,Bone,61aa7e125f3a3742af4c4972,SHIBOSHIS - Official Collection,160,https://shiboshis.mypinata.cloud/ipfs/QmefZKGWRxwjhkJrvYABh8wfmN5zs9EdEU9zqQuR568fsq,#159
None,Green,Bat,VR,Brown,Clown,Cigarette,61aa7e125f3a3742af4c4973,SHIBOSHIS - Official Collection,161,https://shiboshis.mypinata.cloud/ipfs/QmSkzwe9hdrAmbpfaMmeUfaSJafnCi1aPwTYDMA5wguPrH,#160
None,Red,Sailor,Laser Visor,Orange,Mohawk,Growl,61aa7e125f3a3742af4c4974,SHIBOSHIS - Official Collection,162,https://shiboshis.mypinata.cloud/ipfs/QmRpQDanytux6fKCnkuDXvJcr8mC5CGj5kgLaC69zUpMNy,#161
None,Red,Rocker Vest,Laser Visor,Black,Clown,Bubblegum,61aa7e125f3a3742af4c4975,SHIBOSHIS - Official Collection,163,https://shiboshis.mypinata.cloud/ipfs/QmQJZeT5kUDkwCAmD44NurdCnzRAHxHd4AW1kQu7aKvAnU,#162
None,Snowy Mountains,Scarf,VR,Orange,Clown,Party Popper,61aa7e125f3a3742af4c4976,SHIBOSHIS - Official Collection,164,https://shiboshis.mypinata.cloud/ipfs/QmYAWbq7QzRfDGBczAxgp9jSoKaJDWBLfz9jMg1xBiG2cp,#163
None,Green,Astro,VR,Brown,None,Herb,61aa7e125f3a3742af4c4977,SHIBOSHIS - Official Collection,165,https://shiboshis.mypinata.cloud/ipfs/QmWQWstxWsXFVLEDDtQaBMtopNaXsrW1qm3EU6vG16SWKb,#164
None,Snowy Mountains,Peace Tank,Laser Visor,Orange,Cyborg,Growl,61aa7e125f3a3742af4c4978,SHIBOSHIS - Official Collection,166,https://shiboshis.mypinata.cloud/ipfs/QmfMENZmpDoz2UcRS5g7zBjsM7BagZxVBz6SxvmK63VCWg,Cryptolodian
None,Orange Fade,None,VR,Orange,Clown,Smirk,61aa7e125f3a3742af4c4979,SHIBOSHIS - Official Collection,167,https://shiboshis.mypinata.cloud/ipfs/QmewEMgg3sNAgbCzgoeHtVdobkmcZXkXKqPbeT58tKmJzn,#166
None,Orange Fade,Jersey,VR,Orange,Halo,Flames,61aa7e125f3a3742af4c497a,SHIBOSHIS - Official Collection,168,https://shiboshis.mypinata.cloud/ipfs/QmQq9toA8vcmKxYZbkGPPPmngaeDCKKjYTkdAwVD2rZ7AF,#167
None,Blue,Army,VR,Brown,Party Hat,Party Popper,61aa7e125f3a3742af4c497b,SHIBOSHIS - Official Collection,169,https://shiboshis.mypinata.cloud/ipfs/QmfPPvAntjXqPifDEtPENsprQy9eDiZvUGYzS7qvsGoDz7,Degenerate
None,Orange Fade,Bat,Laser Visor,Brown,Mohawk,Smirk,61aa7e125f3a3742af4c497c,SHIBOSHIS - Official Collection,170,https://shiboshis.mypinata.cloud/ipfs/QmSNf5A5dLPcAGS33j6W4XgnDfPV8bapyx22qxx7uuVAzB,#169
None,Purple,Overalls,Laser Visor,Black,Blue Hair,Cigarette,61aa7e125f3a3742af4c497d,SHIBOSHIS - Official Collection,171,https://shiboshis.mypinata.cloud/ipfs/QmNQJBJDAFYq2Pp14G42L6JwYoPBzrQL2Kesue5EFnkX9p,#170
None,Orange,Tux Shirt,Laser Visor,Brown,Mohawk,Normal,61aa7e125f3a3742af4c497e,SHIBOSHIS - Official Collection,172,https://shiboshis.mypinata.cloud/ipfs/QmeTUWksYMz4Pv76Z4Prsn5LgBRSkfoRD1BjsrfviBtp7R,#171
None,Orange,Army,Laser Visor,Orange,Blue Hair,Party Popper,61aa7e125f3a3742af4c497f,SHIBOSHIS - Official Collection,173,https://shiboshis.mypinata.cloud/ipfs/QmaCfRNzrpJH9gcSC5XrhRkiNuB1yQGa4QpTZwZTL3dejD,#172
None,Green,DEV,VR,Black,Blonde Hair,Flames,61aa7e125f3a3742af4c4980,SHIBOSHIS - Official Collection,174,https://shiboshis.mypinata.cloud/ipfs/QmWg6R6mCHepcjzt5JTWGsuH8HtggA9zNLsigL8AG7qsDi,#173
None,Green,Orange Gi,Laser Visor,Brown,None,Smirk,61aa7e125f3a3742af4c4981,SHIBOSHIS - Official Collection,175,https://shiboshis.mypinata.cloud/ipfs/Qmedngd8RGAK5ksB4hiFFP2V9rdBTXqoAhq2j2q3w8B6o7,#174
None,Orange,Poncho,VR,Black,Blonde Hair,Smirk,61aa7e125f3a3742af4c4982,SHIBOSHIS - Official Collection,176,https://shiboshis.mypinata.cloud/ipfs/QmTYBQ1xu5PNgSygubunjYyxStZ7w3RDjLgJB7Sj4jfjmx,#175
None,Snowy Mountains,Ryoshi,Laser Visor,Black,Blonde Hair,Flames,61aa7e125f3a3742af4c4983,SHIBOSHIS - Official Collection,177,https://shiboshis.mypinata.cloud/ipfs/QmZ5RpVNTZBi5mYPW7Es2DVk8AWy7A32VLy5ZbNmwbQxWu,#176
None,Orange Fade,Ryoshi,Laser Visor,Orange,Party Hat,Pizza,61aa7e125f3a3742af4c4984,SHIBOSHIS - Official Collection,178,https://shiboshis.mypinata.cloud/ipfs/QmVbX9FEUM1GX7HpRrWvPzad7AyDus21jSdttSJQSaC7uS,#177
None,Blue,Clown,Laser Visor,Brown,Mohawk,Whistle,61aa7e125f3a3742af4c4985,SHIBOSHIS - Official Collection,179,https://shiboshis.mypinata.cloud/ipfs/QmcH8GyKQGazZo9yywA25BHS7huC5PyNXpyHk7m6Gwfysz,#178
None,Red,Peace Tank,VR,Orange,Cyborg,Party Popper,61aa7e125f3a3742af4c4986,SHIBOSHIS - Official Collection,180,https://shiboshis.mypinata.cloud/ipfs/QmevrF7CGK7SNPm4SdPy6bbQtU1P6efBw9nuL76j61HsAt,#179
None,Snowy Mountains,Tux Shirt,VR,Brown,Party Hat,Normal,61aa7e125f3a3742af4c4987,SHIBOSHIS - Official Collection,181,https://shiboshis.mypinata.cloud/ipfs/QmTA9JUdY7wWKdK55irfUJfMMbgHY5reKdV63myoth2CDk,#180
None,Snowy Mountains,Rocker Vest,Laser Visor,Orange,Party Hat,Smirk,61aa7e125f3a3742af4c4988,SHIBOSHIS - Official Collection,182,https://shiboshis.mypinata.cloud/ipfs/QmTQWJRTtL8q2XZPoYukU5ymCpQ8NhrYFgmB4JDacsJz8f,#181
None,Purple,Astro,VR,Black,Party Hat,Bone,61aa7e125f3a3742af4c4989,SHIBOSHIS - Official Collection,183,https://shiboshis.mypinata.cloud/ipfs/QmPobboMerjqUMW5o18h3TuBGWPAvZi2sBoMGMTc3hWUFh,#182
None,Rainbow,Doctor,VR,Brown,Blonde Hair,Smirk,61aa7e125f3a3742af4c498a,SHIBOSHIS - Official Collection,184,https://shiboshis.mypinata.cloud/ipfs/QmaXcLNJ9UTG6PMwhbsE7VtSh6t2n8KFJ55yWkUHiH8g13,#183
None,Purple,Scarf,VR,Brown,Clown,Smirk,61aa7e125f3a3742af4c498b,SHIBOSHIS - Official Collection,185,https://shiboshis.mypinata.cloud/ipfs/QmNaN29DoGrRz8ygNyFaJL9gTCxp3ZWWJJ5y8CFEuZjTYF,#184
None,Pyramids,Poncho,Laser Visor,Orange,Mohawk,Bone,61aa7e125f3a3742af4c498c,SHIBOSHIS - Official Collection,186,https://shiboshis.mypinata.cloud/ipfs/QmeF53cvrKMoYnmVib5RffSrkAmCzVzBsCBuFyiuWExouV,#185
None,Yellow,Peace Tank,Laser Visor,Brown,Cyborg,Flames,61aa7e125f3a3742af4c498d,SHIBOSHIS - Official Collection,187,https://shiboshis.mypinata.cloud/ipfs/QmdfrzMmqA71Xqtc9qDSfiqzj4uWvtjLQvsgVoiAWaBs4a,#186
None,Rainbow,Astro,Laser Visor,Brown,None,Tongue Out,61aa7e125f3a3742af4c498e,SHIBOSHIS - Official Collection,188,https://shiboshis.mypinata.cloud/ipfs/QmVk6byu4QtDiqUFgXK37Lpuxqs8vyKD1XfsN7ZtrLY6pV,#187
None,Space,Wizard Robe,VR,Orange,Blonde Hair,Growl,61aa7e125f3a3742af4c498f,SHIBOSHIS - Official Collection,189,https://shiboshis.mypinata.cloud/ipfs/QmT85mQuFqfgNmuYr2E6dJoUjNm5msZqWUvaRcWdDLFxzc,#188
None,Snowy Mountains,Overalls,Laser Visor,Orange,Halo,Party Popper,61aa7e125f3a3742af4c4990,SHIBOSHIS - Official Collection,190,https://shiboshis.mypinata.cloud/ipfs/QmWLHYH9AWiqp6axKGE3mFT2Xu8URokdbqWpwcCtSxRCuf,#189
None,Beach,Orange Gi,Laser Visor,Brown,Cowboy Hat,Party Popper,61aa7e125f3a3742af4c4991,SHIBOSHIS - Official Collection,191,https://shiboshis.mypinata.cloud/ipfs/QmXu93Ta5GxKSpWP6r2HzF2Txq6R8Fc4zkbtdH31oUHSCV,RyoshiBeach
None,Orange Fade,No FUD,Laser Visor,Orange,Cowboy Hat,Herb,61aa7e125f3a3742af4c4992,SHIBOSHIS - Official Collection,192,https://shiboshis.mypinata.cloud/ipfs/QmS5MCEkpQpuaYxt85HzPL7YM5jm1Vr1uJniwjLgfvb4VM,lilPumper
None,Rainbow,DEV,VR,Orange,Cowboy Hat,Herb,61aa7e125f3a3742af4c4993,SHIBOSHIS - Official Collection,193,https://shiboshis.mypinata.cloud/ipfs/QmcNvfbg16CvFXU82qtTgMq93Tu555dDXH3k19Sev66hzX,Shiboshigh
None,Space,Tux Shirt,Laser Visor,Orange,None,Herb,61aa7e125f3a3742af4c4994,SHIBOSHIS - Official Collection,194,https://shiboshis.mypinata.cloud/ipfs/QmaYFoKBTaPXzYbuziHYb3yZcRUFiZG5ir5mVBkfDn2wqS,ShytoshisGoodBoy
None,Rainbow,Astro,VR,Orange,Blue Hair,Bubblegum,61aa7e125f3a3742af4c4995,SHIBOSHIS - Official Collection,195,https://shiboshis.mypinata.cloud/ipfs/QmdvLLXnKn4HNWu4tR5XxrpNsuNJa2CWPjePRaMx9RYapd,Neil Shibstrong
None,Snowy Mountains,No FUD,Laser Visor,Orange,Clown,Cigarette,61aa7e125f3a3742af4c4996,SHIBOSHIS - Official Collection,196,https://shiboshis.mypinata.cloud/ipfs/Qmd898PB9HTwEsLCpwgDjoSjMoZ6rhhPt5MTMSKjnLsLgi,WallStW00f
None,Snowy Mountains,DEV,VR,Orange,Clown,Smirk,61aa7e125f3a3742af4c4997,SHIBOSHIS - Official Collection,197,https://shiboshis.mypinata.cloud/ipfs/QmaGdZwKYyLZzERK2dXGfttupz1Zs8DYra4eGKFoTy61ZP,Devoshi
None,Blue,Clown,Laser Visor,Orange,Blonde Hair,Cigarette,61aa7e125f3a3742af4c4998,SHIBOSHIS - Official Collection,198,https://shiboshis.mypinata.cloud/ipfs/QmcLFAxz5BmHzFuJA9VQjxJkmidpBVQwkVQ8iSvrqSH1Fy,Floatoshi
None,Pyramids,Peace Tank,Laser Visor,Brown,None,Cigarette,61aa7e125f3a3742af4c4999,SHIBOSHIS - Official Collection,199,https://shiboshis.mypinata.cloud/ipfs/QmdVavB6AYixNc2BRnveNxCvEQTY8vcoKP4XDpaCGTUiPS,#198
None,Pyramids,Clown,VR,Brown,None,Pipe,61aa7e125f3a3742af4c499a,SHIBOSHIS - Official Collection,200,https://shiboshis.mypinata.cloud/ipfs/QmYqn2f43TuKTvR7EvjdHf9HgcER9h5HesmkgV2rpNGALx,PumpIT
None,Green,Bat,Laser Visor,Orange,Cyborg,Pizza,61aa7e125f3a3742af4c499b,SHIBOSHIS - Official Collection,201,https://shiboshis.mypinata.cloud/ipfs/QmQwfsSF7Nu3CNhC1FrgzRMECoBrs6E7PsdPFp5H7PuF7J,#200
None,Red,Rocker Vest,VR,Brown,Blonde Hair,Tongue Out,61aa7e125f3a3742af4c499c,SHIBOSHIS - Official Collection,202,https://shiboshis.mypinata.cloud/ipfs/QmbCCLRRgyYKW39Nvaccc2vgYZZnw1SCSXshgUm5tftE6t,#201
